@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spot,NotSpot}

@data
17,24.810654,7.684585,4.325867,0.01131,-1.433205,0.121861,3.852307,11.08024,-153.840134,-3.370028,13.396716,70.582474,24.657297,12.57662,9.536636,301.904755,17.578714,-7.231939,1.636281,1.145301,0.617173,-0.045867,-0.017682,0.007792,0.000508,-0.004945,-3.398755,2.9897,5.287775,1.47484,1.41645,1.129701,442.528412,10.678302,-14.132352,-6.900413,0.165405,0.129513,0.098838,-0.000103,-0.000291,0.000001,0.000001,-0,-0.393757,0.225019,0.049463,0.020725,0.088048,0.033351,257.600586,Spot
17,25.952755,7.228922,3.899294,3.340096,-0.525871,0.91121,0.003097,-21.393864,25.353554,-7.78812,14.452886,73.869698,22.903433,12.467441,9.360317,690.904785,17.375402,-8.577353,1.583194,1.296223,0.524104,-0.053295,-0.022117,0.00301,0.001725,0.000955,-3.40352,3.001623,5.332017,1.408122,1.400229,1.114157,556.376892,10.627614,-15.325141,-6.747788,0.163082,0.128041,0.093158,-0.000497,-0.000279,0.000002,0.000001,-0,-0.384281,0.24832,0.057639,0.020562,0.087252,0.036032,251.946106,Spot
15,20.846914,6.619553,6.363776,3.139871,0.716735,1.440658,-3.976967,-16.005583,96.164604,-2.884094,12.660734,65.633575,17.358686,11.293605,8.559567,426.285706,15.795744,-5.05117,1.360083,1.061433,0.010296,-0.036851,-0.013806,-0.003166,0.000318,0.00539,-2.41122,3.133878,5.688007,1.124374,1.301208,1.040552,554.892029,10.455332,-10.391582,-5.340412,0.155186,0.118588,0.071441,-0.000784,-0.000223,0.000002,0.000001,-0,-0.345215,0.304502,0.079472,0.019766,0.083786,0.03966,238.113022,Spot
8,13.811375,7.49452,3.195625,1.08074,0.787914,-0.022061,-0.435046,15.964525,-72.670296,3.218155,7.758884,43.790398,8.841079,9.374623,7.28135,19.142857,13.480342,-0.331033,0.974511,0.700803,0.656683,-0.014325,0.000152,-0.004996,-0.001222,0.003559,-1.018631,2.88528,5.255421,0.685804,1.154054,0.902759,128.193176,10.185599,-3.625775,-3.294743,0.142853,0.104035,0.038084,-0.000937,-0.000136,0.000002,0,-0,-0.284972,0.353966,0.103467,0.01752,0.078129,0.043237,208.573959,Spot
50,36.734352,13.816914,7.583045,0.70589,-0.584386,-0.284074,-4.798065,0.101541,187.431534,-22.10585,11.558163,68.488594,44.15794,14.106061,10.731016,430.285706,19.964262,-16.77009,2.12943,1.826051,1.295925,-0.025776,-0.041892,0.00582,0.0041,-0.00369,-5.251406,1.758176,3.398976,2.090486,1.50702,1.256122,530.496216,10.844193,-25.89016,-9.120069,0.174277,0.140243,0.126675,-0.000043,-0.000366,0,0.000002,-0,-0.441195,0.109135,0.028849,0.018199,0.090493,0.036091,247.236588,Spot
70,38.368343,12.914201,11.362521,6.488581,-1.705174,-2.363838,4.966915,13.614688,-133.246658,-30.765305,11.373191,74.059608,39.025364,13.919023,10.586809,807.476196,19.640844,-18.727499,2.042647,1.871001,1.257063,-0.062541,-0.047051,0.007646,0.007154,-0.004421,-5.170711,1.98706,3.669865,2.019319,1.482265,1.252518,631.621216,10.789644,-27.578699,-8.8512,0.171691,0.137556,0.120566,-0.000477,-0.000349,0.000002,0.000002,-0,-0.429813,0.162644,0.035929,0.02185,0.089579,0.037826,252.936462,Spot
66,30.257185,11.816015,7.614664,1.888664,-1.349411,-1.627193,4.849599,0.099635,-91.039749,-21.319344,14.416997,72.175514,33.21104,12.527412,9.744802,1063.80957,17.624525,-12.63266,1.747388,1.303336,0.69965,-0.069877,-0.028473,0.004459,0.003581,-0.001187,-3.750374,2.918275,5.148158,1.646038,1.362195,1.189493,673.342773,10.603368,-19.653816,-7.021157,0.162766,0.125123,0.097455,-0.000823,-0.000278,0.000003,0.000001,-0,-0.385344,0.26348,0.064187,0.021838,0.085862,0.041222,249.593079,Spot
17,18.398922,6.730691,6.084282,3.880969,-0.348746,0.908863,-3.585443,-8.876321,135.146332,-3.23456,11.415242,57.280441,16.204033,10.302597,8.359432,425.619049,14.722009,-3.676913,1.224335,0.861394,0.28446,-0.054076,0.000025,0.000167,-0.002243,0.00205,-1.801269,3.116201,5.750282,0.970951,1.205889,1.037882,407.710236,10.311463,-8.087459,-4.410545,0.148926,0.108725,0.059451,-0.00104,-0.000168,0.000003,0,-0,-0.317102,0.342278,0.098045,0.019046,0.079859,0.045092,228.233032,Spot
39,31.717897,12.023606,2.912519,1.672459,1.66354,0.540345,-0.03716,-1.453947,-112.814247,-13.263667,12.605525,62.79211,41.792397,13.57597,10.334411,498.619049,19.181105,-12.536793,2.064131,1.436422,1.031289,0.057511,-0.025332,-0.0075,0.000127,0.005787,-4.531842,2.245689,3.607776,2.165475,1.444336,1.230888,555.808716,10.794602,-20.923294,-8.386502,0.170433,0.130585,0.129,0.000422,-0.000339,-0.000002,0.000001,0,-0.430017,0.158246,0.0328,0.02443,0.088264,0.038054,253.400986,Spot
68,40.223389,16.773802,11.7563,0.050105,0.557131,-0.458826,-2.087131,4.268815,38.720371,-28.479998,7.34337,70.447937,44.931572,14.620289,11.002167,534.619019,20.596609,-19.62678,2.341212,2.062165,1.344883,0.006681,-0.047389,-0.000784,0.004388,0.001119,-5.74826,0.780632,2.781043,2.184509,1.527905,1.288045,587.632568,10.881073,-29.342316,-9.715536,0.175352,0.144202,0.13461,0.000015,-0.000382,-0.000001,0.000002,0,-0.454164,0.039541,0.025693,0.016417,0.090259,0.037171,248.979446,Spot
